Brain - Cortex;Brain - Cerebellum;Brain - Frontal Cortex (BA9);Brain - Caudate (basal ganglia);Brain - Nucleus accumbens (basal ganglia);Brain - Putamen (basal ganglia);Brain - Hypothalamus;Brain - Spinal cord (cervical c-1);Brain - Hippocampus;Brain - Anterior cingulate cortex (BA24);Brain - Cerebellar Hemisphere;Brain - Substantia nigra;Brain - Amygdala
232;461;242;91;80;40;106;245;39;82;453;94;39
244;437;242;105;87;50;127;236;59;89;427;100;50
241;440;243;95;86;46;132;245;66;75;429;101;45
239;465;249;93;86;46;114;224;57;87;457;88;45
225;449;236;91;89;44;127;240;48;76;435;99;40
249;455;252;82;72;38;130;250;45;73;443;91;31
249;445;251;92;84;47;122;251;52;91;434;99;44
236;454;239;97;85;48;126;228;46;81;441;88;38
242;455;229;86;93;44;117;232;50;77;446;105;37
231;440;226;98;86;49;134;246;55;79;435;103;46
241;473;234;76;79;37;117;239;40;74;463;92;38
245;443;235;95;86;48;115;253;48;71;443;102;31
235;451;242;94;94;40;123;244;52;83;446;94;46
242;453;248;78;80;36;127;250;46;73;448;88;42
236;479;237;88;86;44;100;239;50;80;463;81;41
246;458;245;82;84;43;120;232;48;71;446;85;41
231;463;234;87;74;42;105;221;52;78;452;98;37
238;455;236;93;104;46;120;244;54;84;446;97;49
213;462;238;83;87;45;107;247;44;76;454;93;34
233;466;241;82;75;41;116;234;50;73;461;86;31
249;450;256;90;92;44;120;248;51;89;435;103;39
229;452;234;88;80;43;116;246;44;87;445;93;36
247;441;255;91;85;49;106;238;50;87;435;98;42
237;445;230;91;73;57;113;255;61;76;438;96;45
240;462;254;89;87;43;114;238;54;79;452;84;43
237;443;256;89;88;42;128;244;45;94;433;104;43
232;471;247;96;79;36;113;231;54;75;456;85;34
237;475;237;83;83;41;101;238;49;77;457;90;40
249;451;245;90;86;52;136;237;57;83;441;91;47
252;446;245;98;79;42;118;244;52;90;434;98;49
238;470;242;89;76;46;123;237;47;86;451;95;45
238;459;249;95;87;45;122;241;51;75;445;98;38
234;452;244;95;71;55;113;249;47;75;436;111;34
243;456;233;83;80;34;117;260;48;82;440;104;36
243;439;238;97;94;48;133;242;69;90;420;105;49
247;445;266;88;87;35;123;243;41;91;431;105;37
244;439;237;88;89;38;116;233;53;81;425;103;44
238;451;237;91;86;43;113;226;51;87;438;97;43
238;466;255;91;80;42;122;238;51;79;451;100;43
243;459;247;86;85;43;109;238;37;71;451;98;39
233;444;244;89;82;47;127;248;53;89;427;100;40
235;464;247;79;86;38;119;235;58;72;451;86;39
232;470;234;89;85;39;123;228;45;67;462;84;36
246;463;230;84;82;42;126;245;51;75;447;99;35
239;462;234;79;82;48;107;228;50;81;451;98;37
229;436;239;91;81;48;130;239;51;85;431;105;38
205;450;250;84;83;49;123;243;48;86;435;107;40
228;464;220;81;73;43;119;244;44;73;458;89;34
248;446;244;99;92;50;122;235;48;87;431;98;45
256;447;259;76;82;47;126;243;49;93;437;102;42
234;462;247;90;78;47;124;248;44;87;446;93;42
226;455;248;97;88;44;108;242;49;84;450;96;40
246;453;248;83;90;43;117;224;56;91;448;99;41
256;453;241;95;89;50;118;220;47;83;450;81;37
249;425;254;83;85;34;126;245;63;87;419;111;42
248;451;239;83;78;47;127;251;53;83;440;97;42
237;441;229;101;103;47;131;233;55;81;435;103;38
218;446;226;91;80;46;117;253;47;76;433;101;39
250;455;232;84;90;40;119;239;51;83;450;106;36
259;442;254;89;93;44;111;217;54;86;437;95;39
245;447;256;74;87;45;121;245;54;82;441;97;44
254;443;244;96;100;42;123;232;49;93;436;99;45
232;457;231;91;80;48;112;253;47;76;451;91;37
250;457;253;85;76;36;105;241;49;74;447;94;36
236;456;228;92;85;46;118;244;47;66;437;100;35
243;466;239;83;83;36;105;252;46;75;455;88;33
242;452;254;96;90;50;126;250;49;94;439;89;49
242;446;229;109;95;52;112;228;41;72;427;92;33
252;457;242;82;79;44;99;236;44;87;446;97;42
247;462;255;84;84;45;122;238;56;80;456;93;40
255;446;254;87;86;45;129;243;58;92;440;108;52
244;453;237;90;88;40;117;247;46;97;445;94;42
247;455;248;90;89;47;113;242;39;79;450;100;39
244;466;248;77;75;36;98;238;45;74;455;87;35
246;475;251;83;74;36;116;235;49;75;470;89;29
230;449;235;91;77;46;120;240;54;76;441;103;39
242;438;260;92;85;44;119;241;57;88;426;102;44
233;469;239;83;83;42;120;234;48;75;450;87;29
249;432;263;98;90;55;121;251;59;85;429;111;49
249;456;237;91;75;40;117;242;45;84;444;94;33
240;459;254;83;79;36;120;223;47;91;444;88;40
236;444;240;78;79;41;120;254;49;77;437;92;43
251;462;242;101;94;45;122;238;51;87;453;84;33
253;470;244;88;77;46;115;234;50;87;453;86;34
255;435;250;90;90;41;129;247;54;89;419;101;47
249;452;238;80;67;39;105;220;48;73;442;99;37
239;458;240;89;83;42;121;227;57;95;452;85;47
242;451;236;88;91;42;117;240;52;95;437;102;48
248;455;247;93;78;36;120;235;51;81;433;100;42
254;461;240;84;79;39;116;238;51;80;453;97;36
235;462;239;96;92;41;118;245;43;75;453;94;31
238;467;246;90;87;46;115;222;39;82;455;94;40
229;463;230;88;77;49;117;248;51;82;456;92;42
241;449;254;98;86;50;119;242;48;86;442;91;44
235;458;230;88;86;49;125;239;44;80;449;100;36
230;461;231;85;78;44;116;255;51;71;444;98;29
244;442;236;90;88;40;128;248;60;78;429;109;37
247;446;244;94;84;46;122;244;60;84;433;105;44
229;442;239;93;86;53;127;246;59;79;430;113;44
240;457;236;85;88;41;117;234;44;80;449;92;30
206;454;229;93;88;44;121;231;50;81;439;96;37
258;459;241;95;80;45;120;234;50;78;446;95;34
228;444;250;87;83;40;123;246;53;82;439;91;47
228;444;229;88;82;42;130;253;48;75;435;114;35
241;449;235;94;92;38;112;236;44;90;443;92;42
250;453;239;82;83;35;119;251;50;78;440;93;43
253;450;246;90;104;44;123;233;55;96;432;84;44
244;463;261;78;88;47;123;236;39;77;458;80;32
239;452;240;89;77;49;124;253;55;81;435;100;42
246;454;245;75;78;40;125;242;44;81;446;99;38
246;452;249;90;86;45;114;243;50;73;447;95;39
250;459;249;83;83;48;130;237;52;77;445;89;42
231;437;244;99;95;44;137;248;51;88;417;102;45
240;453;250;88;78;36;108;243;45;92;440;91;41
242;466;231;83;88;41;126;243;50;70;460;90;35
246;442;252;94;96;45;113;240;51;91;430;101;43
230;432;251;102;88;48;133;243;61;77;422;96;45
250;436;257;95;83;52;133;257;58;92;429;93;42
231;452;241;99;84;46;108;244;48;84;442;97;37
260;446;257;89;83;33;118;237;47;85;435;94;42
229;456;214;79;74;34;121;259;51;75;446;104;36
250;449;260;88;79;47;119;236;53;83;431;87;39
229;459;233;95;95;49;114;244;48;71;437;95;39
237;468;243;85;78;47;109;243;47;80;450;97;39
225;452;235;92;85;45;123;260;49;77;432;104;27
254;447;248;87;78;49;116;259;47;86;431;106;35
240;444;238;78;76;38;127;243;56;79;429;104;42
231;453;240;88;87;49;115;266;41;87;440;102;48
229;453;230;87;77;40;113;238;51;83;437;104;37
253;456;235;83;80;42;119;237;39;82;445;89;43
249;451;259;88;84;35;128;232;58;84;438;101;36
252;453;243;98;92;48;123;236;44;92;447;93;47
231;454;239;88;79;47;103;266;48;77;439;96;41
233;454;250;94;92;38;119;231;50;91;440;94;41
234;463;233;91;90;46;108;240;43;75;450;85;37
250;463;255;91;90;40;101;226;45;82;453;78;42
261;459;259;80;76;50;107;222;48;83;449;95;45
242;463;234;90;79;51;114;237;57;75;452;98;33
244;469;240;83;87;43;112;236;40;75;460;92;34
221;445;220;93;76;41;115;262;56;73;435;104;39
244;458;253;79;77;41;125;251;52;72;440;96;26
225;440;233;84;72;41;134;262;55;79;429;108;48
249;433;253;100;94;43;131;260;48;90;423;103;35
274;443;265;90;87;46;133;241;52;103;433;97;48
237;450;239;94;87;46;118;248;53;75;431;101;28
254;433;249;92;83;46;121;252;50;95;419;105;39
226;454;242;83;86;43;144;251;60;77;438;95;37
232;450;238;93;90;37;111;257;45;77;438;84;40
228;459;247;89;88;42;113;241;40;85;437;92;48
246;442;244;97;83;48;134;249;56;83;426;95;37
247;455;256;98;90;50;134;233;54;91;437;103;44
237;443;243;95;81;48;128;253;49;80;439;101;39
228;466;239;88;80;41;130;238;53;71;457;95;35
238;459;233;88;79;48;107;256;56;79;445;96;43
240;458;233;98;93;51;119;228;48;86;444;95;43
217;451;223;102;96;46;122;247;60;71;434;94;35
241;448;244;99;90;49;131;254;49;83;436;102;47
234;448;241;100;100;56;129;235;52;81;434;90;33
225;435;244;88;78;42;122;262;53;82;425;106;43
223;434;240;99;98;47;142;253;62;88;426;98;44
234;442;252;101;93;47;129;242;55;77;426;89;36
217;468;239;76;79;41;123;240;48;76;454;90;34
250;443;257;98;98;46;111;226;50;83;432;101;34
220;442;233;95;87;48;127;243;56;85;437;111;39
253;436;251;99;96;52;123;236;40;98;430;90;40
262;445;255;84;82;37;118;249;54;86;434;104;39
245;461;234;82;76;39;120;249;49;82;450;85;33
243;455;262;83;80;47;115;253;48;85;450;95;39
242;451;227;94;89;41;121;232;50;69;446;96;33
243;456;245;84;85;42;120;275;45;78;452;98;30
270;444;263;89;89;51;116;223;58;101;428;90;50
239;462;228;83;83;49;100;247;50;75;452;95;33
238;472;253;83;89;34;115;246;37;81;462;83;35
232;462;225;93;86;45;107;246;53;72;445;97;39
223;451;239;96;80;51;125;239;43;78;437;102;37
230;446;251;93;91;43;125;239;56;85;436;104;37
260;462;239;83;80;43;128;257;50;90;447;92;45
232;454;238;85;80;44;117;261;53;77;439;101;42
251;451;238;87;84;42;123;250;41;74;439;94;34
234;439;233;91;93;48;114;252;49;83;432;104;41
228;454;246;93;80;49;114;249;46;81;441;96;40
231;446;219;107;97;51;110;235;56;82;438;93;42
254;464;253;78;75;31;114;227;39;80;444;86;33
237;438;235;91;84;44;121;257;55;84;425;110;39
219;457;229;92;77;44;126;243;45;64;446;97;29
239;446;260;90;80;44;133;229;52;87;438;95;46
226;451;232;87;81;47;130;244;54;85;449;93;40
241;478;227;76;88;38;113;246;38;64;462;93;29
233;457;244;89;82;53;107;236;50;80;441;96;38
248;460;236;85;80;42;117;235;50;88;444;97;38
236;446;246;99;89;51;118;246;49;87;439;88;35
251;451;252;79;66;43;116;241;49;77;446;103;36
251;453;261;81;82;40;121;247;43;68;445;94;34
232;447;259;100;82;49;124;221;52;89;445;94;37
232;460;261;87;86;36;109;239;50;79;447;92;33
248;449;245;86;79;48;112;260;56;84;436;113;38
248;447;247;97;101;50;117;234;64;88;434;102;46
258;436;242;115;96;51;114;233;59;94;423;95;43
217;465;240;84;66;41;119;251;44;66;445;104;35
252;459;243;86;85;47;109;245;50;80;448;92;42
243;468;260;94;83;55;113;223;43;78;454;84;39
222;468;234;87;76;45;108;245;45;69;455;93;31
261;457;255;87;76;45;129;240;55;80;447;100;42
244;453;232;92;84;44;120;246;46;88;437;85;42
248;439;253;91;87;49;115;231;44;85;435;96;34
255;457;257;80;85;40;138;244;44;80;447;92;34
224;454;240;81;86;31;117;258;46;77;443;102;41
245;465;233;87;80;46;129;238;48;78;444;92;32
243;454;255;99;84;45;109;240;52;75;437;81;37
227;443;244;88;80;42;126;245;61;81;437;108;33
246;432;241;97;86;52;124;247;45;76;415;113;40
238;461;245;87;84;44;118;263;52;85;445;103;40
233;460;232;101;91;48;124;246;52;84;441;88;36
237;441;241;85;87;45;107;249;54;78;433;98;36
236;458;218;81;89;43;112;241;40;77;444;96;41
244;451;253;90;80;50;119;256;61;66;433;106;42
239;462;243;80;86;42;118;251;43;83;458;97;36
229;458;259;92;91;51;113;220;45;85;449;83;40
221;459;224;93;83;38;114;249;54;79;447;86;38
256;458;245;81;88;33;126;231;46;90;454;94;42
238;463;249;96;88;44;121;231;47;81;448;83;40
231;448;245;93;85;48;139;254;46;89;432;111;33
246;439;253;97;86;50;116;241;54;78;424;95;42
229;452;237;89;85;41;131;236;48;86;437;103;43
213;448;238;97;84;52;127;252;47;85;446;106;46
229;454;230;80;77;43;126;255;49;76;444;109;36
262;447;250;96;81;46;118;228;51;92;431;101;40
240;459;248;92;87;39;113;265;46;78;441;96;35
237;461;245;86;80;40;103;234;52;86;447;84;40
244;461;227;89;91;44;120;244;42;76;446;93;31
238;446;239;92;92;45;122;237;54;77;437;82;37
233;466;239;87;90;44;113;251;44;81;452;93;44
220;457;218;73;72;38;126;267;57;77;442;101;41
250;455;255;82;70;38;127;236;52;89;442;97;51
258;459;254;84;92;46;120;236;49;85;446;94;40
222;451;229;92;93;47;106;241;50;77;440;98;29
228;443;221;94;87;51;120;272;54;63;431;107;41
249;452;241;87;83;40;114;247;52;81;443;107;38
251;443;252;91;90;48;121;244;59;95;427;111;39
234;457;233;78;74;45;110;239;44;85;451;91;28
246;434;248;88;89;52;127;233;58;81;418;106;42
228;444;226;104;98;43;128;239;53;87;430;90;41
232;444;238;85;87;51;126;245;47;79;434;95;30
225;448;246;98;81;47;132;245;56;94;430;103;45
232;448;251;87;70;37;114;256;57;78;432;106;37
238;459;243;87;87;39;106;227;46;91;451;83;34
222;460;242;87;75;45;121;254;55;79;453;98;44
247;453;227;85;85;40;117;234;40;84;441;89;42
232;446;258;100;93;55;111;238;55;85;436;96;36
239;454;236;88;75;47;128;261;55;82;437;100;38
232;449;235;94;88;51;133;236;51;91;432;97;37
241;459;237;88;89;41;113;240;49;75;448;99;30
251;423;235;95;92;45;128;243;48;90;413;118;41
242;454;251;96;92;54;117;225;48;97;437;92;45
228;459;240;83;97;46;119;256;43;72;452;95;36
244;463;240;84;71;45;111;254;42;81;453;99;30
240;455;233;85;75;41;127;252;51;79;449;95;30
234;429;238;92;89;50;131;250;56;88;416;106;45
244;456;243;90;94;43;114;241;50;75;442;87;40
243;444;224;97;83;56;131;264;52;86;429;115;41
232;464;253;87;80;44;102;241;49;80;452;95;36
246;467;260;86;76;40;115;244;42;73;451;85;28
230;460;255;90;90;38;114;233;42;83;455;79;34
243;435;251;106;98;55;116;242;47;89;429;88;44
232;454;247;77;78;41;113;244;43;84;444;92;38
233;442;232;93;84;40;129;254;56;87;430;100;43
262;448;243;90;82;37;127;254;59;80;439;98;41
245;460;251;90;82;47;122;237;42;77;450;89;36
239;458;229;92;87;49;111;245;47;79;447;99;41
248;440;258;87;79;44;123;256;46;97;436;96;48
250;461;227;98;96;42;98;258;41;89;447;95;39
246;451;256;89;91;50;123;253;41;80;441;103;38
230;453;239;89;83;39;129;252;49;81;446;103;46
238;448;247;102;103;46;133;258;60;90;440;96;40
258;443;267;100;98;49;126;219;50;91;426;98;40
239;453;229;91;88;44;133;246;55;76;438;105;38
229;439;248;88;88;47;121;258;50;84;436;98;43
244;460;242;76;83;39;123;241;53;75;451;98;42
242;445;236;77;79;42;125;236;49;90;425;98;46
248;465;248;82;85;47;111;235;54;78;451;96;39
237;452;241;75;72;33;131;246;59;76;443;96;38
270;428;260;103;96;48;130;245;58;95;416;99;45
266;456;245;91;88;44;125;236;50;80;445;86;40
243;459;239;97;84;46;131;241;49;71;441;93;38
245;458;247;97;73;52;117;240;46;74;449;101;25
249;451;248;86;98;40;135;236;56;85;437;90;44
234;440;233;96;87;47;114;258;57;88;430;103;36
241;450;241;104;97;47;119;222;50;81;442;96;39
243;460;244;82;81;39;124;239;47;80;453;84;43
248;455;261;94;92;39;122;231;55;83;442;89;41
246;451;234;92;88;44;115;242;46;72;431;92;37
237;454;236;100;82;50;119;241;43;75;443;93;31
241;469;234;90;83;38;117;243;48;81;457;81;39
243;448;238;73;72;41;118;241;51;87;435;92;41
248;450;236;84;91;47;112;226;43;77;445;84;39
235;437;243;85;77;42;138;253;49;78;427;99;41
245;450;244;92;83;41;125;245;48;73;432;101;42
246;452;254;84;84;40;138;242;50;101;441;90;38
241;468;237;80;77;41;119;236;46;74;459;83;35
234;466;225;69;74;40;112;248;44;65;452;93;33
245;452;239;86;89;46;112;245;51;94;439;91;39
245;458;240;96;97;49;125;235;44;86;442;96;41
250;453;251;88;78;44;135;243;52;91;445;93;49
256;433;258;90;94;50;122;239;62;89;424;91;50
245;434;255;97;83;42;121;254;52;75;424;107;37
254;451;240;88;78;50;128;251;51;85;440;111;37
248;444;245;87;87;40;115;241;51;87;435;105;37
236;451;251;84;73;43;125;256;46;71;440;91;35
236;442;235;92;93;44;123;242;52;73;435;106;40
246;449;236;90;84;43;133;252;43;77;436;96;39
241;445;228;96;90;49;115;231;52;85;435;105;43
236;456;227;96;87;64;108;246;47;74;442;83;38
237;447;245;91;96;42;109;238;48;89;437;87;40
244;446;246;88;77;46;122;246;55;94;437;102;45
251;435;247;102;92;54;121;231;51;93;420;102;42
235;468;232;85;89;42;109;250;55;80;453;97;40
231;453;245;99;97;48;122;232;32;73;439;88;35
246;447;235;98;86;46;114;257;46;82;432;98;42
248;460;255;76;79;36;101;242;47;85;450;87;38
246;452;251;99;94;49;105;242;40;72;446;101;32
241;447;240;98;94;47;110;242;61;91;432;92;41
246;460;242;96;82;50;122;242;45;80;440;95;44
244;467;235;75;75;38;115;240;44;75;468;91;34
228;453;229;93;80;46;121;246;49;69;444;101;39
232;443;249;91;92;45;122;244;51;79;434;97;32
239;446;250;106;95;48;121;235;44;96;429;89;37
229;467;238;86;90;47;114;234;45;78;462;87;38
236;452;244;82;73;42;111;265;47;84;444;98;38
244;476;254;78;68;43;112;224;53;77;463;80;38
245;453;258;85;82;38;120;244;50;88;444;102;45
229;451;234;91;84;42;108;236;48;78;445;98;33
238;445;240;96;83;46;137;250;61;90;436;107;36
240;465;237;95;103;40;118;248;44;75;451;83;29
247;459;238;90;83;43;116;251;54;79;447;89;38
227;461;216;89;83;41;113;265;48;70;451;95;33
226;456;236;88;82;48;119;256;55;75;444;103;35
246;452;249;90;81;44;123;259;57;81;442;104;43
249;455;235;92;92;52;121;243;45;64;442;101;33
229;449;232;94;93;44;110;236;48;78;439;97;35
242;462;245;90;83;40;120;248;40;87;458;87;46
223;477;225;75;78;40;119;249;48;63;468;96;34
244;448;244;93;96;46;128;240;49;85;434;101;38
243;456;230;83;75;44;117;232;49;86;450;88;44
229;437;237;101;106;48;116;253;52;83;431;99;39
252;461;260;95;90;46;103;236;44;87;445;83;36
242;454;236;78;73;40;130;247;51;81;445;95;36
241;444;256;86;85;51;119;244;50;94;431;96;43
242;467;245;77;86;38;109;231;50;82;462;87;35
230;455;230;95;82;52;121;247;55;83;438;99;46
224;452;236;99;90;46;126;245;50;85;436;95;38
238;454;235;96;91;46;115;254;55;76;434;96;38
230;454;226;87;86;47;134;244;57;73;439;99;41
228;460;233;86;91;49;115;235;49;77;447;90;29
239;450;251;84;86;37;124;236;58;85;445;100;44
250;440;243;100;93;42;118;232;44;75;428;96;38
238;450;241;99;98;58;119;228;41;81;445;87;40
239;447;240;98;90;51;114;237;52;79;433;93;39
248;454;256;86;85;46;118;238;58;74;436;98;37
240;442;243;98;96;49;126;228;55;83;426;103;42
235;453;253;81;81;41;134;239;62;80;448;91;47
237;449;234;95;92;46;137;235;55;73;436;102;41
234;449;251;100;97;47;118;243;49;89;438;93;36
231;459;247;86;87;45;112;245;59;78;444;94;32
233;446;243;88;91;48;133;259;56;85;438;93;48
246;452;258;92;84;44;117;244;51;86;444;102;43
248;467;241;82;91;35;119;227;42;83;456;77;41
233;446;233;93;90;41;118;251;54;81;433;101;30
230;454;237;89;93;46;115;242;53;83;446;94;39
240;429;248;100;96;50;121;250;57;83;418;101;45
240;471;222;82;85;32;110;224;44;77;456;80;32
241;454;242;86;81;51;130;256;44;83;442;109;41
242;448;256;88;83;42;124;236;48;70;438;97;30
245;455;235;95;80;40;119;245;57;81;441;102;36
242;451;238;86;95;39;137;237;48;84;431;89;47
245;465;250;73;86;44;117;228;44;80;454;85;35
228;453;238;87;83;46;113;248;48;84;442;97;35
229;448;247;99;86;57;117;236;56;88;438;91;43
247;441;239;83;87;47;121;233;56;87;433;101;35
235;449;243;98;89;43;124;244;48;80;432;95;40
236;439;251;101;103;44;132;252;52;86;421;101;39
240;447;226;94;91;47;126;246;48;85;436;100;29
238;441;233;103;99;52;121;236;53;95;419;94;45
233;463;234;86;81;37;127;247;45;85;448;92;37
225;462;229;82;75;44;120;259;49;71;446;100;37
231;451;248;92;89;44;130;228;40;84;444;94;43
218;457;248;99;90;52;116;242;57;75;440;104;41
248;485;245;84;79;38;106;228;50;71;463;79;29
245;467;250;78;72;49;124;258;46;61;455;99;35
233;449;236;89;85;45;112;236;47;74;435;102;34
240;431;254;105;97;50;135;232;53;92;414;93;49
253;441;253;96;90;37;110;237;53;86;431;94;43
240;450;239;87;83;47;127;245;57;79;437;91;43
242;444;238;86;84;45;118;253;55;77;439;100;34
260;449;246;95;86;48;117;240;56;87;439;88;45
256;447;238;93;81;43;113;248;47;83;429;91;36
250;455;246;76;81;35;108;238;52;72;440;90;39
254;449;239;83;82;38;115;237;57;84;441;91;41
237;448;244;94;95;50;126;234;58;82;448;90;41
234;435;251;87;80;41;124;242;50;77;427;110;39
237;446;265;87;85;41;117;244;47;80;453;97;37
234;449;248;96;90;50;108;238;54;81;441;98;42
235;465;238;83;66;36;111;232;51;74;454;92;27
250;463;252;96;86;41;106;222;57;82;448;84;37
246;446;248;96;91;52;126;227;59;83;436;89;47
245;460;249;73;75;38;112;264;48;84;446;93;34
258;443;259;92;80;46;128;232;50;87;429;97;47
232;444;240;98;72;53;126;247;48;75;434;98;40
236;459;238;84;80;45;112;242;46;87;437;96;45
242;457;241;100;93;48;111;233;41;79;445;83;30
240;452;230;91;84;50;106;222;49;88;428;91;47
217;439;227;90;92;43;111;254;48;69;441;101;33
249;438;235;102;99;55;109;235;50;83;428;91;38
247;454;244;85;72;39;112;233;45;82;452;101;39
245;431;244;86;95;44;138;239;45;88;426;99;47
225;471;251;96;78;42;112;237;42;88;452;78;35
220;453;224;99;91;53;124;246;52;81;452;97;40
239;450;245;86;86;45;118;244;55;79;444;90;31
243;459;223;84;87;37;119;246;52;87;440;94;38
255;439;268;100;85;56;130;242;53;92;431;93;37
255;459;231;87;83;51;110;239;47;79;444;86;42
229;459;231;109;92;57;121;244;55;75;451;101;40
240;451;247;105;93;43;112;241;55;81;436;94;43
236;461;223;89;80;41;116;255;43;71;452;97;29
260;467;258;86;84;45;114;251;51;84;450;87;34
227;465;241;89;84;43;113;235;48;78;454;94;38
223;469;227;74;69;41;119;241;44;67;456;103;38
221;438;242;103;92;52;123;249;52;73;430;99;44
251;447;257;84;79;44;114;237;50;85;441;91;37
237;456;240;97;81;46;128;235;52;78;446;87;41
264;454;251;91;79;48;117;235;49;73;447;94;37
240;454;239;84;75;45;123;257;52;80;442;102;44
235;449;249;90;90;44;133;238;54;86;440;95;47
236;445;243;101;103;57;118;237;43;80;437;93;43
240;458;250;79;80;37;123;236;54;87;453;94;40
257;440;263;88;90;48;133;235;49;102;433;99;48
236;449;255;83;87;39;125;231;61;100;439;90;40
238;458;240;89;85;39;115;221;47;84;447;93;41
239;460;254;93;84;39;102;239;50;90;447;90;38
240;436;249;100;88;48;122;242;53;96;419;97;49
242;452;249;83;76;54;122;242;57;89;443;103;35
240;460;244;87;71;34;115;246;47;73;448;81;37
228;465;227;83;74;38;127;245;57;77;451;100;33
235;435;236;95;90;46;130;251;59;81;424;116;35
248;442;246;97;83;42;123;245;54;100;436;97;38
251;453;250;98;80;42;116;246;46;85;438;96;42
241;438;237;96;94;35;121;247;56;86;432;97;45
248;468;255;77;78;39;129;231;41;76;459;94;31
241;446;255;100;88;45;112;243;50;94;440;90;38
247;451;251;114;100;55;109;229;46;95;438;87;32
230;464;244;80;78;37;123;240;49;76;447;97;34
232;439;243;84;85;37;132;257;50;87;426;91;36
243;427;243;90;96;42;133;245;55;93;421;115;43
242;451;249;94;88;48;130;249;49;84;443;91;46
242;433;245;104;86;54;117;249;64;82;424;104;40
237;445;242;100;92;47;118;237;52;91;436;98;41
247;457;250;79;77;40;109;241;57;81;444;89;39
232;460;238;92;75;50;113;248;55;77;445;92;40
235;458;251;84;95;47;115;245;50;77;443;96;37
220;446;229;95;94;43;124;256;53;72;434;100;31
233;441;253;89;84;40;119;238;55;83;433;99;40
